"","index","study_id","id","author","year","group","group_id","group_desc","url","country","region","city","time_MAX","time_50","time_MIN","detailed_time","exp_dur","fu_dur","age_base","age_SD","days_ps","days_cat","yrs_ps","stroke_type","nihss_base","mmse_base","mMmse_base","fim_base","brunstrom_base","frenchay_base","fac_base","barthel_base","mBarthel_base","motricity_base","BBS_base","BBT_base","gcs_base","MAS_base","sis_base","rivermead_base","ashworth_base","mAshworth_base","rankin_base","bdi_base","cesd_base","OPS_base","terminal_dropout","outcome_name","outcome_extremity","ue_subscale","le_subscale","fma_outcome","speed_outcome","SCOAR_outcome","p_outcome_stated","itt_analysis","base_n","base_m","base_sd","difference_score","term_n","term_m","term_sd","diff_base","diff_term","fu_n","fu_m","fu_sd","est_corr","term_diff","term_s_diff","fu_diff","fu_s_diff","term_d","fu_d","j_corr_factor","term_g","fu_g","term_Vd","fu_Vd","term_Vg","fu_Vg","exp.c","DPS.c","rtDPS","rtDPS.c","time50.c","rtTIME","rtTIME.c","age.c","DUR.c","rtDUR","rtDUR.c"
"60",60,23,"crosbie2012","crosbie","2012","exp",50,"VR mediated UE therapy","http://www.ncbi.nlm.nih.gov/pubmed/22275463","uk","","newtonabbey",6.75,6.75,6.75,1,21,201,56.1,NA,351,"<1year",0.092767123,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"motricity index-ue","ue","","","","","lohse",0,1,9,71.7,9.4,0,9,84.9,9.2,NA,NA,9,85.2,12,0.5,13.2,9.300537619,13.5,10.77868267,1.419272793,1.252472164,0.903225806,1.281923813,1.13126518,0.223018626,0.198260362,0.181942354,0.161744146,0.5,-262.453795379538,18.7349939951952,-1.610417759704,-23.0559405940594,2.59807621135332,-2.16629171600239,-4.88954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"61",61,23,"crosbie2012","crosbie","2012","ctrl",51,"standard therapy matched to the control group","http://www.ncbi.nlm.nih.gov/pubmed/22275463","uk","","newtonabbey",6.75,6.75,6.75,1,21,201,64.6,NA,300,"<1year",0.092767123,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"motricity index-ue","ue","","","","","lohse",0,1,9,77.4,19.5,0,8,85,22.1,NA,NA,8,81.6,20.9,0.5,7.6,20.75390726,4.2,20.16543247,0.366196105,0.208277209,0.903225806,0.330757772,0.18812135,0.118561088,0.113521078,0.096724134,0.092612409,-0.5,-313.453795379538,17.3205080756888,-3.02490367921042,-23.0559405940594,2.59807621135332,-2.16629171600239,3.61045544554455,-21.0555775577558,4.58257569495584,-1.53460624403643
"66",66,25,"dahl2008","dahl","2008","exp",54,"CIMT","http://cre.sagepub.com/content/22/5/436.short","norway","","trondheim",204,132,60,1,14,180,62,NA,630,">1year",1.726027397,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"wmft","ue","wmft","","","","lohse",1,1,18,2.17,0.78,0,18,1.56,0.57,0,0,18,1.82,0.8,0.5,-0.61,0.683117852,-0.35,0.790063289,0.892964513,0.443002485,0.955223881,0.852981027,0.423166553,0.077705156,0.061006978,0.070902277,0.055665979,0.5,16.546204620462,25.0998007960223,4.75438904112307,102.194059405941,11.4891252930761,6.72475736572035,1.01045544554456,-28.0555775577558,3.74165738677394,-2.37552455221833
"72",72,28,"de deigo2013","de deigo","2013","exp",60,"sensory stimulation + functional activity training","http://www.ncbi.nlm.nih.gov/pubmed/23524843","spain","","barcelona",44,44,44,1,56,NA,61.9,NA,1341,">1year",3.673972603,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma","ue","fma","","fma","","lohse",0,0,12,24.3,4.6,0,12,29.4,4.9,0,NA,NA,NA,NA,0.5,5.1,4.752367831,NA,4.6,1.073149256,NA,0.930232558,0.998278377,NA,0.131318722,NA,0.113634373,NA,0.5,727.546204620462,36.6196668472011,16.2742550923019,14.1940594059406,6.6332495807108,1.86888165335509,0.910455445544557,13.9444224422442,7.48331477354788,1.36613283455561
"73",73,28,"de deigo2013","de deigo","2013","ctrl",61,"traditional therapy","http://www.ncbi.nlm.nih.gov/pubmed/23524843","spain","","barcelona",16,16,16,1,56,NA,60.6,NA,1821,">1year",4.989041096,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma","ue","fma","","fma","","lohse",0,0,9,33.73,7.3,0,9,36.7,7.6,0,NA,NA,NA,NA,0.5,2.97,7.451509914,NA,7.3,0.398576937,NA,0.903225806,0.360004976,NA,0.119936865,NA,0.097846517,NA,-0.5,1207.54620462046,42.6731765867037,22.3277648318045,-13.8059405940594,4,-0.764367927355708,-0.389544554455441,13.9444224422442,7.48331477354788,1.36613283455561
"74",74,29,"dean2000","dean","2000","ctrl",62,"upper limb training","http://www.ncbi.nlm.nih.gov/pubmed/10768528","australia","","sydney",0,0,0,1,28,60,62.3,3.3,474.5,">1year",1.3,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"6minwt","le","","capacity","","","lohse",1,0,6,259,154.6,0,5,264.3,159.1,0,0,4,261.5,157.3,0.5,5.3,156.6159634,2.5,155.6179898,0.033840739,0.016064981,0.842105263,0.028497465,0.013528405,0.1667621,0.166688174,0.118257888,0.118205464,-0.5,-138.953795379538,21.783020910792,1.43760915589277,-29.8059405940594,0,-4.76436792735571,1.31045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"75",75,29,"dean2000","dean","2000","exp",63,"circuit training","http://www.ncbi.nlm.nih.gov/pubmed/10768528","australia","","sydney",12,12,12,1,28,60,66.2,4.7,839.5,">1year",2.3,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,2,"6minwt","le","","capacity","","","lohse",1,0,6,207.9,119,0,4,250,135,0,0,4,277.7,130.5,0.5,42.1,125.23977,69.8,123.4381171,0.3361552,0.565465528,0.842105263,0.283078064,0.476181497,0.17608336,0.193312605,0.124867978,0.137085947,0.5,226.046204620462,28.9741263889008,8.62871463400165,-17.8059405940594,3.46410161513775,-1.30026631221795,5.21045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"84",84,31,"desrosiers2005","desrosiers","2005","exp",66,"cpt + repetition of unilateral and symmetrical tasks","http://www.ncbi.nlm.nih.gov/pubmed/16180593","canada","quebec","sherbrooke",15,15,15,1,35,NA,72.2,NA,34.2,"<90days",0.09369863,1,NA,"","83.5","124.1","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",10.1,"",NA,3,"fma-ue","ue","fma","","fma","","lohse",0,0,20,42.9,20,0,17,46.1,18.4,0,NA,NA,NA,NA,0.5,3.2,19.28504972,NA,20,0.165931644,NA,0.96,0.159294378,NA,0.050688333,NA,0.046714367,NA,0.5,-579.253795379538,5.84807660688538,-14.4973351480138,-14.8059405940594,3.87298334620742,-0.891384581148291,11.2104554455446,-7.05557755775578,5.91607978309962,-0.201102155892652
"85",85,31,"desrosiers2005","desrosiers","2005","ctrl",67,"CPT dosage matched to experimental group","http://www.ncbi.nlm.nih.gov/pubmed/16180593","canada","quebec","sherbrooke",15,15,15,1,35,NA,74.3,NA,35.4,"<90days",0.096986301,1,NA,"","86.1","117.3","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",11.6,"",NA,5,"fma-ue","ue","fma","","fma","","lohse",0,0,21,47,16.1,0,16,51.3,14.1,0,NA,NA,NA,NA,0.5,4.3,15.27495616,NA,16.1,0.281506536,NA,0.962025316,0.270816415,NA,0.049505855,NA,0.045817308,NA,-0.5,-578.053795379538,5.94978991225741,-14.3956218426418,-14.8059405940594,3.87298334620742,-0.891384581148291,13.3104554455446,-7.05557755775578,5.91607978309962,-0.201102155892652
"86",86,32,"di lauro2003","di lauro","2003","ctrl",68,"conventional therapy","http://www.ncbi.nlm.nih.gov/pubmed/14586603","italy","","naples",10.5,10.5,10.5,1,14,180,67.6,NA,1,"<90days",0.002739726,1,10.6,"","","","",NA,"","1.4",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,3,"bartel","","","","","","lohse",0,0,29,1.5,1.5,0,26,3.2,2.6,0,0,22,7.7,3,0.5,1.7,2.092213777,6.2,2.267786838,0.812536471,2.733943021,0.972972973,0.790576026,2.66005267,0.045865785,0.16335249,0.043420056,0.154641949,-0.5,-612.453795379538,1,-19.3454117548992,-19.3059405940594,3.24037034920393,-1.52399757815178,6.61045544554455,-28.0555775577558,3.74165738677394,-2.37552455221833
"87",87,32,"di lauro2003","di lauro","2003","exp",69,"CPT + CPT","http://www.ncbi.nlm.nih.gov/pubmed/14586603","italy","","naples",28,28,28,1,14,180,69.3,NA,1,"<90days",0.002739726,1,10.8,"","","","",NA,"","1.5",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,4,"bartel","","","","","","lohse",0,0,31,1.4,1.4,0,27,3.2,2,0,0,24,8,2.8,0.5,1.8,1.705034562,6.6,2.124075826,1.055697075,3.107233706,0.974789916,1.029082863,3.028900083,0.050233812,0.187982279,0.04773294,0.178623653,0.5,-612.453795379538,1,-19.3454117548992,-1.80594059405941,5.29150262212918,0.527134694773474,8.31045544554456,-28.0555775577558,3.74165738677394,-2.37552455221833
"88",88,33,"dias2007","dias","2007","exp",70,"bodyweight supported treadmill training","http://www.ncbi.nlm.nih.gov/pubmed/18084173","portugal","","lisbon",16.67,16.67,16.67,1,35,90,70.35,7.36,1413,">1year",3.871232877,0,NA,">19","","","",NA,"","",NA,"51.5",36.85,NA,NA,"","",10.55,"","","",NA,"",NA,0,"motricity index - le","le","","","","","lohse",1,0,20,51.5,14.02,1,20,54.63,NA,1,0,20,59.95,NA,0.5,3.13,14.02,8.45,14.02,0.223252496,0.602710414,0.96,0.214322397,0.578601997,0.051246042,0.059081496,0.047228352,0.054449507,0.5,799.546204620462,37.589892258425,17.2444805035258,-13.1359405940594,4.08289113251872,-0.681476794836987,9.36045544554455,-7.05557755775578,5.91607978309962,-0.201102155892652
"89",89,33,"dias2007","dias","2007","ctrl",71,"conventional therapy using the bobath method","http://www.ncbi.nlm.nih.gov/pubmed/18084173","portugal","","lisbon",16.67,16.67,16.67,1,35,90,68,10.69,1453.5,">1year",3.982191781,0,NA,">19","","","",NA,"","",NA,"56.2",34.6,NA,NA,"","",10,"","","",NA,"",NA,0,"motricity index -le","le","","","","","lohse",1,0,20,56.2,10.46,1,20,59.91,NA,1,0,20,61.24,NA,0.5,3.71,10.46,5.04,10.46,0.354684512,0.481835564,0.96,0.340497132,0.462562141,0.053145028,0.055804138,0.048978457,0.051429093,-0.5,840.046204620462,38.1247950814165,17.7793833265173,-13.1359405940594,4.08289113251872,-0.681476794836987,7.01045544554456,-7.05557755775578,5.91607978309962,-0.201102155892652
"98",98,35,"donaldson2009","donaldson","2009","ctrl",74,"conventional therapy","http://www.ncbi.nlm.nih.gov/pubmed/19109444","uk","east anglia","norwich",2.81,2.81,2.81,3,42,72,72.6,NA,13.4,"<90days",0.036712329,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,2,"arat","ue","arat","","","","lohse",1,1,10,34,13.35664629,0,8,45,13.93,NA,NA,5,NA,NA,0.5,11,13.61046082,NA,13.35664629,0.808201878,NA,0.914285714,0.738927432,NA,0.132659514,NA,0.110892524,NA,-0.5,-600.053795379538,3.66060104354463,-16.6848107113546,-26.9959405940594,1.67630546142402,-3.08806246593169,11.6104554455446,-0.0555775577557753,6.48074069840786,0.363558759415592
"99",99,35,"donaldson2009","donaldson","2009","exp",75,"CPT + CPT","http://www.ncbi.nlm.nih.gov/pubmed/19109444","uk","east anglia","norwich",13.8,13.8,13.8,3,42,72,73.3,NA,25.6,"<90days",0.070136986,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",1,1,10,33.7,14.72446943,0,10,41.8,17.83,NA,NA,6,NA,NA,0.5,8.1,16.35112993,NA,14.72446943,0.495378609,NA,0.914285714,0.452917585,NA,0.112269998,NA,0.093848554,NA,0.5,-587.853795379538,5.05964425626941,-15.2857674986298,-16.0059405940594,3.71483512420134,-1.04953280315437,12.3104554455446,-0.0555775577557753,6.48074069840786,0.363558759415592
"100",100,35,"donaldson2009","donaldson","2009","exp",76,"CPT + FST","http://www.ncbi.nlm.nih.gov/pubmed/19109444","uk","east anglia","norwich",17.7,17.7,17.7,3,42,72,72.6,NA,21.7,"<90days",0.059452055,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",1,1,10,26,9.295160031,0,10,43.6,18.9,NA,NA,8,NA,NA,0.5,17.6,14.89311922,NA,9.295160031,1.181753785,NA,0.914285714,1.080460603,NA,0.1698271,NA,0.141961592,NA,0.5,-591.753795379538,4.65832587954085,-15.6870858753583,-12.1059405940594,4.20713679359253,-0.557231133763182,11.6104554455446,-0.0555775577557753,6.48074069840786,0.363558759415592
"102",102,36,"dromerick2000","dromerick","2000","exp",78,"CIMT","http://www.ncbi.nlm.nih.gov/pubmed/11108760","usa","MO","st. louis",104,62,20,1,14,NA,61.5,NA,6,"<90days",0.016,1,10.2,"26.3","","","",NA,"","",NA,"",NA,NA,NA,">3","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",1,0,11,27.3,19.9,0,11,52.8,5.9,NA,NA,NA,NA,NA,0.5,25.5,14.67685252,NA,19.9,1.737429736,NA,0.923076923,1.603781294,NA,0.228121004,NA,0.194375293,NA,0.5,-607.453795379538,2.44948974278318,-17.895922012116,32.1940594059406,7.87400787401181,3.1096399466561,0.510455445544558,-28.0555775577558,3.74165738677394,-2.37552455221833
"103",103,37,"dromerick2009","dromerick","2009","ctrl",79,"ctrl","http://www.ncbi.nlm.nih.gov/pubmed/19458319","usa","DC","washington DC",20,20,20,3,14,90,64.7,NA,10.4,"<90days",0.028493151,1,5.5,"","","56.7","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",1,1,17,19.7,13.9,0,17,36.2,4.05,0,0,17,45.34,3.68,0.5,16.5,10.23749237,25.64,10.16740872,1.611722813,2.521783152,0.952380952,1.534974108,2.40169824,0.135225013,0.24586442,0.122653073,0.223006276,-0.5,-603.053795379538,3.22490309931942,-17.1205086555798,-9.80594059405941,4.47213595499958,-0.292231972356128,3.71045544554456,-28.0555775577558,3.74165738677394,-2.37552455221833
"104",104,37,"dromerick2009","dromerick","2009","exp",80,"lo cimt","http://www.ncbi.nlm.nih.gov/pubmed/19458319","usa","DC","washington DC",70,50,30,3,14,90,62.8,NA,8.8,"<90days",0.024109589,1,5.1,"","","57.1","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",1,1,19,22.7,14.3,0,19,42.1,3.82,0,0,19,46.86,3.51,0.5,19.4,10.4661932,24.16,10.41177458,1.853587034,2.320449776,0.957746479,1.775266455,2.222402602,0.143046971,0.19432861,0.131213885,0.17825342,0.5,-604.653795379538,2.96647939483827,-17.3789323600609,20.1940594059406,7.07106781186548,2.30669988450977,1.81045544554456,-28.0555775577558,3.74165738677394,-2.37552455221833
"105",105,37,"dromerick2009","dromerick","2009","exp",81,"hi cimt","http://www.ncbi.nlm.nih.gov/pubmed/19458319","usa","DC","washington DC",130.8,80.4,30,3,14,90,64.5,NA,9.94,"<90days",0.026,1,5.31,"","","59.8","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",1,1,16,25.4,18,0,16,33.9,4.16,0,0,16,38,3.76,0.5,8.5,13.06341456,12.6,13.00264588,0.650672147,0.969033542,0.949152542,0.617587123,0.91976065,0.075730445,0.091844563,0.068224842,0.082741898,0.5,-603.513795379538,3.15277655408689,-17.1926352008123,50.5940594059406,8.96660470858396,4.20223678122825,3.51045544554456,-28.0555775577558,3.74165738677394,-2.37552455221833
"114",114,39,"duncan2003","duncan","2003","ctrl",84,"standard care","http://www.ncbi.nlm.nih.gov/pubmed/12920254","usa","FL","gainesville",28.65,28.65,28.65,3,84,NA,70.2,11.4,73.5,"<90days",0.201369863,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,2,"fma-ue","ue","fma","","fma","","lohse",0,1,48,23.7,3.5,1,48,25.46,NA,NA,NA,NA,NA,NA,0.5,1.76,3.5,NA,3.5,0.502857143,NA,0.983957219,0.494789916,NA,0.023467347,NA,0.022720424,NA,-0.5,-539.953795379538,8.57321409974112,-11.7721976551581,-1.15594059405941,5.35256947642905,0.588201549073347,9.21045544554456,41.9444224422442,9.16515138991168,3.04796945091941
"115",115,39,"duncan2003","duncan","2003","exp",85,"home exercise program","http://www.ncbi.nlm.nih.gov/pubmed/12920254","usa","FL","gainesville",50.66,50.66,50.66,3,84,NA,68.5,9,77.5,"<90days",0.212328767,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,6,"fma-ue","ue","fma","","fma","","lohse",0,1,44,24.1,3.7,1,44,26.84,NA,NA,NA,NA,NA,NA,0.5,2.74,3.7,NA,3.7,0.740540541,NA,0.98245614,0.727548601,NA,0.028959094,NA,0.027951899,NA,0.5,-535.953795379538,8.8034084308295,-11.5420033240697,20.8540594059406,7.1175838597097,2.35321593235399,7.51045544554456,41.9444224422442,9.16515138991168,3.04796945091941
"122",122,40,"duncan2011","duncan","2011","exp",86,"early locomotor","http://www.nejm.org/doi/full/10.1056/NEJMoa1010790","usa","NC","durham",54,54,54,3,98,365,60.1,12.3,64.1,"<90days",0.175616438,1,NA,"26","","","",NA,"","",NA,"",NA,NA,NA,"","54.1",NA,"","","3.370503597",NA,"",NA,NA,"gait speed comfortable","le","","speed","","speed","lohse",1,1,139,0.37,0.22,1,139,0.62,NA,1,0,139,0.6,NA,0.5,0.25,0.22,0.23,0.22,1.136363636,1.045454545,0.994555354,1.130176539,1.039762415,0.011839289,0.01112581,0.011710718,0.011004988,0.5,-549.353795379538,8.00624756049924,-12.3391641944,24.1940594059406,7.34846922834953,2.58410130099383,-0.889544554455441,55.9444224422442,9.89949493661167,3.7823129976194
"123",123,40,"duncan2011","duncan","2011","ctrl",87,"late locomotor (pre-crossover)","http://www.nejm.org/doi/full/10.1056/NEJMoa1010790","usa","NC","durham",22.5,22.5,22.5,3,98,98,63.3,12.5,64.18,"<90days",0.175835616,1,NA,"26.2","","","",NA,"","",NA,"",NA,NA,NA,"","55.7",NA,"","","3.08",NA,"",NA,NA,"gait speed comfortable","le","","speed","","speed","lohse",1,1,143,0.38,0.23,1,143,0.51,NA,1,0,143,NA,NA,0.5,0.13,0.23,NA,0.23,0.565217391,NA,0.994708995,0.562226823,NA,0.008110037,NA,0.008024444,NA,-0.5,-549.273795379538,8.01124210094789,-12.3341696539513,-7.30594059405941,4.74341649025257,-0.0209514371031387,2.31045544554456,55.9444224422442,9.89949493661167,3.7823129976194
"124",124,40,"duncan2011","duncan","2011","exp",88,"home exercise program","http://www.nejm.org/doi/full/10.1056/NEJMoa1010790","usa","NC","durham",54,54,54,3,98,365,62.6,13.3,62.9,"<90days",0.172328767,1,NA,"26","","","",NA,"","",NA,"",NA,NA,NA,"","54.4",NA,"","","3.25",NA,"",NA,NA,"gait speed comfortable","le","","speed","","speed","lohse",1,1,126,0.39,0.22,1,126,0.62,NA,1,0,126,0.64,NA,0.5,0.23,0.22,0.25,0.22,1.045454545,1.136363636,0.993987976,1.039169248,1.129531791,0.012273711,0.013060803,0.012126575,0.012904231,0.5,-550.553795379538,7.93095202355934,-12.4144597313399,24.1940594059406,7.34846922834953,2.58410130099383,1.61045544554456,55.9444224422442,9.89949493661167,3.7823129976194
"131",131,41,"eich2004","eich","2004","exp",89,"treadmill walking + conventional therapy","http://www.ncbi.nlm.nih.gov/pubmed/15473116","germany","","berlin",30,30,30,3,42,84,62.4,6,42.7,"<90days",0.116986301,1,NA,"","","","",NA,"","",67.8,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"10mwt","le","","speed","","speed","lohse",0,1,25,0.4,0.17,0,25,0.71,0.3,0,0,24,0.77,0.35,0.5,0.31,0.243823707,0.37,0.273320792,1.271410414,1.353720649,0.968421053,1.231260611,1.310971576,0.072329689,0.076651192,0.067833627,0.071886503,0.5,-570.753795379538,6.53452370108182,-13.8108880538174,0.194059405940592,5.47722557505166,0.712857647695953,1.41045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"132",132,41,"eich2004","eich","2004","ctrl",90,"conventional therapy dosage matched to exp group","http://www.ncbi.nlm.nih.gov/pubmed/15473116","germany","","berlin",30,30,30,3,42,84,64,4.8,65.6,"<90days",0.179726027,1,NA,"","","","",NA,"","",65.6,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"10mwt","le","","speed","","speed","lohse",0,1,25,0.44,0.22,0,25,0.6,0.22,0,0,25,0.58,0.22,0.5,0.16,0.22,0.14,0.22,0.727272727,0.636363636,0.968421053,0.70430622,0.616267943,0.050578512,0.048099174,0.047434518,0.045109297,-0.5,-547.853795379538,8.09938269252663,-12.2460290623726,0.194059405940592,5.47722557505166,0.712857647695953,3.01045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"135",135,42,"fang2003","fang","2003","exp",91,"additional early physiotherapy","http://www.ncbi.nlm.nih.gov/pubmed/12971705","china","","guangzhou",15,15,15,1,30,180,65.49,10.94,7,"<90days",0.019178082,1,NA,"19.37","","","",NA,"","25.7",NA,"",NA,NA,14.04,"","",NA,"","","",NA,"",NA,28,"fma-ue","ue","fma","","fma","","lohse",0,0,50,16.5,16.34,0,50,25.89,20.83,1,0,14,41.86,23.82,0.5,9.39,18.72010283,25.36,18.16540739,0.501599809,1.396060074,0.984615385,0.493882889,1.374582227,0.022516024,0.039489837,0.021828552,0.038284112,0.5,-606.453795379538,2.64575131106459,-17.6996604438346,-14.8059405940594,3.87298334620742,-0.891384581148291,4.50045544554455,-12.0555775577558,5.47722557505166,-0.639956363940607
"136",136,42,"fang2003","fang","2003","ctrl",92,"not clear described as CPT and ""no professional rehabilitation""","http://www.ncbi.nlm.nih.gov/pubmed/12971705","china","","guangzhou",11.25,11.25,11.25,1,30,180,61.8,10.94,7,"<90days",0.019178082,1,NA,"18.85","","","",NA,"","33.53",NA,"",NA,NA,13.1,"","",NA,"","","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",0,0,78,22.99,21.91,0,78,28.66,21.4,1,0,12,48.52,26.65,0.5,5.67,21.65650133,25.53,22.5570366,0.261815143,1.131797605,0.990228013,0.259256689,1.120737694,0.013259918,0.021031832,0.013002032,0.020622795,-0.5,-606.453795379538,2.64575131106459,-17.6996604438346,-18.5559405940594,3.35410196624968,-1.41026596110602,0.810455445544555,-12.0555775577558,5.47722557505166,-0.639956363940607
"139",139,43,"feys1998","feys","1998","ctrl",93,"standard care","http://www.ncbi.nlm.nih.gov/pubmed/9550512","belgium","","leuven",15,15,15,2,42,365,62.78,NA,24.02,"<90days",0.065808219,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,4,"fma-ue","ue","fma","","fma","","lohse",0,0,50,2.357142857,0.782868222,0,46,2.792857143,0.883883476,NA,NA,39,3.160714286,0.833375849,0.5,0.435714286,0.832756893,0.803571429,0.805318753,0.523219068,0.997830269,0.984615385,0.515169544,0.982479034,0.022737582,0.029956652,0.022043346,0.029042,-0.5,-589.433795379538,4.90102030193714,-15.4443914529621,-14.8059405940594,3.87298334620742,-0.891384581148291,1.79045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"140",140,43,"feys1998","feys","1998","exp",94,"SC + sensory therapy","http://www.ncbi.nlm.nih.gov/pubmed/9550512","belgium","","leuven",30,30,30,2,42,365,65.62,NA,21.4,"<90days",0.058630137,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,10,"fma-ue","ue","fma","","fma","","lohse",0,0,50,2.367857143,0.782868222,0,40,2.932142857,0.707106781,NA,NA,37,3.45,0.63134534,0.5,0.564285714,0.750236705,1.082142857,0.72258311,0.752143571,1.49760331,0.984615385,0.740572131,1.474563259,0.0256572,0.042428157,0.02487382,0.041132717,0.5,-592.053795379538,4.62601340248815,-15.719398352411,0.194059405940592,5.47722557505166,0.712857647695953,4.63045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"141",141,44,"fisher2011","fisher","2011","exp",95,"robot assited gait therapy","http://www.ncbi.nlm.nih.gov/pubmed/21642064","usa","TX","houston",24,24,24,2,56,NA,60,14,57,"<90days",0.156164384,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"walk time (8 meters)","le","","","","","lohse",0,0,10,143,105,0,10,56,73,NA,NA,NA,NA,NA,0.5,-87,90.42676595,NA,105,0.962104517,NA,0.914285714,0.879638416,NA,0.146282255,NA,0.122280024,NA,0.5,-556.453795379538,7.54983443527075,-12.7955773196284,-5.80594059405941,4.89897948556636,0.134611558210648,-0.989544554455442,13.9444224422442,7.48331477354788,1.36613283455561
